fy,nasbo,zip,state,year,quar,stateno,general_revenue,personal_income1000s_annual,pop_annual,beginbal,exprev,year1,election_year,state1,sen_cont_alt,hs_cont_alt,govparty_c,gov_non_maj_pty,veto_override_prop,veto_override_prop_elected,vote_nec_budg,vote_nec_any_tax_inc,leg_cont,split_leg,government_cont,divided_gov,simple_divided_gov,sen_dem_prop_all,sen_rep_prop_all,hs_dem_prop_all,hs_rep_prop_all,sen_dem_veto_proof,sen_rep_veto_proof,hs_dem_veto_proof,hs_rep_veto_proof,dem_veto_proof,rep_veto_proof,veto_proof,divided_gov_veto_proof,dem_unified,veto_proof_leg_oth_gov,true_government_cont_a2,true_divided_gov_a,vote_nec_any_tax_inc_dum,sen_dem_tax_super,sen_rep_tax_super,hs_dem_tax_super,hs_rep_tax_super,dem_tax_super,rep_tax_super,leg_cont_tax_super,divided_leg_tax_super,estimbalance,year2,state2,dpi_change,dpi_pc_change,pop_change,pop_pc_change,taxes,govparty_rep,hserepcontrl,senaterepcontrl,spyear,spstate,sandp,govtotalsxrep,rrr,ddd,rrd,rdr,ddr,drd,rdd,drr,dltasandp,year7,electyr,state7,stateno7,sen_cont_alt2,hs_cont_alt2,gub_election2,govparty_c2,gov_non_maj_pty2,fy8,nasbo8,zip8,state8,estimbalance2,legtotals,legsales,leginctax,legcorpinc,legcigtob,legmotofuel,legalkie,legothers,legfees,govtotals,govsales,govinctax,govcorpinc,govcigtob,govmotofuel,govalkie,govothers,govfees,var118,legtotalspctaxes,legsalespctaxes,leginctaxpctaxes,legcorpincpctaxes,legcigtobpctaxes,legmotofuelpctaxes,legalkiepctaxes,legotherspctaxes,legfeespctaxes,govtotalspctaxes,govsalespctaxes,govinctaxpctaxes,govcorpincpctaxes,govcigtobpctaxes,govmotofuelpctaxes,govalkiepctaxes,govotherspctaxes,govfeespctaxes,stateno9,state_name9,elect_year9,sen_dem_prop,hs_dem_prop,dem_gub_prop_last_elect,govtotalspctaxesrepgov,govname1,dem_comp_score,dem_gov,dem_comp_score2,repgovaverage,state9,var149,year9,biennium,biennium_b,biennium_first_year,biennium_second_year,var155,gub_election,gub_election_regime,govparty_d,rep_gov,demgov_ideol,repgov_ideol,demsen,repsen,demhse,rephse,repunified,demunified,repunifiedideo,demunifiedideo,repgovtotals,repgovsales,repgovinc,repgovcorp,demgovtotals,demgovsales,demgovinc,demgovcrp,dem_gub_prop_last_elect2,rep_gub_prop_last_elect2,dem_gub_prop_last_elect3,rep_gub_prop_last_elect3,zip3,stateshor,yearnasbo,st,alpha,var188,hou_chamber,sen_chamber,hou_dem,hou_rep,hou_majority,sen_dem,sen_rep,sen_majority,var190,var191,average,allstdev,allavg,distance,placeinprimary,absideol,sumofideol,var199,var200,var201,var202,var203,repgovideology,demgovideology,govtotalspctaxesrep,govtotalspctaxesdem
2009,8-Jun,MS,Mississippi,2008,2.5,24,1.70E+10,8.90E+10,3.00E+06,4,4432,2008,2007,Mississippi,1,1,0,0,0.666667,1,0.5,0.6,1,0,0.666667,1,1,0.519231,0.480769,0.614754,0.385246,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2008,Mississippi,4.00E+06,4.6,0,0,6.70E+09,1,0,0,2009,Mississippi,9,0,1,0,0,0,0,0,0,0,0,2009,2008,Mississippi,24,1,1,0,0,0,2009,8-Jun,MS,Mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Mississippi,2007,0.519231,0.614754,0.421,0,"Barbour, Haley",-0.079,0,0,2.5,Mississippi,24,2008,2008,2008,1,0,"Barbour, Haley",0,2011,0,1,0,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.579,0,0.579,MS,Mississippi,2008,MS,24,2008,0.247,0.557,-0.321,0.823,-0.321,-0.276,1.032,-0.276,2008,Mississippi,2.5,0.52,2.53,0,1,2.53333,4.53,2008,Mississippi,Mississippi,2008,"Barbour, Haley",2.5,0,0,0
2010,9-Jun,MS,Mississippi,2009,2.5,24,1.70E+10,9.20E+10,3.00E+06,8,4491,2009,2008,Mississippi,1,1,0,0,0.666667,1,0.5,0.6,1,0,0.666667,1,1,0.519231,0.480769,0.606557,0.393443,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2009,Mississippi,-2.00E+06,-2.2,100000,3.45,6.50E+09,1,0,0,2010,Mississippi,9,79.8,1,0,0,0,0,0,0,0,0,2010,2009,Mississippi,24,1,1,0,0,0,2010,9-Jun,MS,Mississippi,0,8.00E+07,0,0,0,8.00E+07,0,0,0,0,8.00E+07,0,0,0,8.00E+07,0,0,0,0,6.50E+09,1.228,0,0,0,1.228,0,0,0,0,1.231,0,0,0,1.231,0,0,0,0,24,Mississippi,2008,0.519231,0.614754,0.421,1.231,"Barbour, Haley",-0.079,0,0,2.5,Mississippi,24,2009,2008,2008,0,1,"Barbour, Haley",0,2011,0,1,0,2.5,1,0,1,0,0,0,0,0,1.231,0,0,0,0,0,0,0,0.421,0.579,0,0.579,MS,Mississippi,2009,MS,24,2009,0.247,0.557,-0.387,0.766,-0.387,-0.276,1.032,-0.276,2009,Mississippi,2.5,0.52,2.53,0,1,2.53333,4.53,2009,Mississippi,Mississippi,2009,"Barbour, Haley",2.5,0,1.231,0
2011,10-Jun,MS,Mississippi,2010,2.5,24,1.70E+10,9.60E+10,3.00E+06,5,4574,2010,2009,Mississippi,1,1,0,0,0.666667,1,0.5,0.6,1,0,0.666667,1,1,0.5,0.480769,0.606557,0.393443,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,76,2010,Mississippi,3.00E+06,3.37,0,0,6.30E+09,1,0,0,2011,Mississippi,9,4.1,1,0,0,0,0,0,0,0,0,2011,2010,Mississippi,24,1,1,0,0,0,2011,10-Jun,MS,Mississippi,7.60E+07,8.50E+06,0,0,0,0,0,0,0,8.50E+06,4.10E+06,0,0,0,0,0,0,0,4.10E+06,6.30E+09,0.135,0,0,0,0,0,0,0,0.135,0.065,0,0,0,0,0,0,0,0.065,24,Mississippi,2009,0.519231,0.614754,0.421,0.065,"Barbour, Haley",-0.079,0,0,2.5,Mississippi,24,2010,2010,2010,1,0,"Barbour, Haley",0,2011,0,1,0,2.5,1,0,1,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0.421,0.579,0,0.579,MS,Mississippi,2010,MS,24,2010,0.247,0.572,-0.387,0.766,-0.387,-0.275,1.032,-0.275,2010,Mississippi,2.5,0.52,2.53,0,1,2.53333,4.53,2010,Mississippi,Mississippi,2010,"Barbour, Haley",2.5,0,0.065,0
2012,Spring 2011,MS,Mississippi,2011,2.5,24,1.80E+10,1.00E+11,3.00E+06,50,4806,2011,2010,Mississippi,1,1,0,0,0.666667,1,,,1,0,0.666667,1,1,0.5,0.480769,0.590164,0.409836,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,50,2011,Mississippi,3.60E+06,3.93,-22114,-0.74,6.50E+09,1,0,0,2012,Mississippi,9,0,1,0,0,0,0,0,0,0,0,2012,2010,Mississippi,24,1,1,0,0,0,2012,Spring 2011,MS,Mississippi,5.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50E+09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Mississippi,2010,0.519231,0.614754,0.421,0,"Barbour, Haley",-0.079,0,0,2.5,Mississippi,24,2011,2010,2010,0,1,"Barbour, Haley",1,2011,0,1,0,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.579,0,0.579,MS,Mississippi,2011,MS,24,2011,0.247,0.576,-0.376,0.757,-0.376,-0.396,0.999,0.999,2011,Mississippi,2.5,0.52,2.53,#VALUE!,1,2.53333,4.53,2011,Mississippi,Mississippi,2011,"Barbour, Haley",2.5,0,0,0
1988,1987,MO,Missouri,1987,2.5,25,6.50E+09,8.20E+10,5.10E+06,37,3231,1987,1986,Missouri,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.617647,0.382353,0.680982,0.319018,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,40,1987,Missouri,4.00E+06,5.48,100000,2,3.90E+09,1,0,0,1988,Missouri,10,,1,0,0,0,0,0,0,0,0,1988,1987,Missouri,25,1,1,0,0,0,1988,1987,MO,Missouri,4.00E+07,1.20E+08,0,0,0,0,1.20E+08,0,0,0,0,0,0,0,0,0,0,0,0,3.90E+09,3.077,0,0,0,0,3.077,0,0,0,0,0,0,0,0,0,0,0,0,25,Missouri,1986,0.617647,0.680982,0.4334,0,"Ashcroft, John",-0.0666,0,0,,Missouri,25,1987,1987,1987,1,0,"Ashcroft, John",0,1988,0,1,,,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0.4334,0.5666,0,0.5666,MO,Missouri,1987,,,,,,,,,,,,1987,Missouri,,,,.,,,,1987,Missouri,Missouri,1987,"Ashcroft, John",,,0,0
1989,Oct. 1988,MO,Missouri,1988,2.5,25,7.00E+09,8.60E+10,5.10E+06,94,3792,1988,1987,Missouri,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.617647,0.382353,0.680982,0.319018,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,69,1988,Missouri,4.00E+06,5.19,0,0,4.40E+09,1,0,0,1989,Missouri,10,0,1,0,0,0,0,0,0,0,0,1989,1988,Missouri,25,1,1,1,0,0,1989,Oct. 1988,MO,Missouri,6.90E+07,-7.70E+06,-7.70E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40E+09,-0.175,-0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Missouri,1987,0.617647,0.680982,0.4334,0,"Ashcroft, John",-0.0666,0,0,,Missouri,25,1988,1987,1987,0,1,"Ashcroft, John",1,1988,0,1,,,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0.4334,0.5666,0,0.5666,MO,Missouri,1988,,,,,,,,,,,,1988,Missouri,,,,.,,,,1988,Missouri,Missouri,1988,"Ashcroft, John",,,0,0
1990,Mar. 1989,MO,Missouri,1989,2.5,25,7.40E+09,9.00E+10,5.10E+06,110,4050,1989,1988,Missouri,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.647059,0.352941,0.638037,0.361963,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,57,1989,Missouri,5.00E+06,6.17,0,0,4.70E+09,1,0,0,1990,Missouri,10,55,1,0,0,0,0,0,0,0,0,1990,1989,Missouri,25,1,1,0,0,0,1990,Mar. 1989,MO,Missouri,5.70E+07,7.20E+07,5.70E+07,100000,1.50E+07,0,0,0,0,0,5.50E+07,0,0,0,5.50E+07,0,0,0,0,4.70E+09,1.523,1.206,0.002,0.315,0,0,0,0,0,1.17,0,0,0,1.17,0,0,0,0,25,Missouri,1988,0.647059,0.638037,0.3511,1.17,"Ashcroft, John",-0.1489,0,0,,Missouri,25,1989,1989,1989,1,0,"Ashcroft, John",0,1992,0,1,,,1,0,1,0,0,0,,,1.17,0,0,0,0,0,0,0,0.3511,0.6489,0,0.6489,MO,Missouri,1989,,,,,,,,,,,,1989,Missouri,,,,.,,,,1989,Missouri,Missouri,1989,"Ashcroft, John",,,1.17,0
1991,Mar. 1990,MO,Missouri,1990,2.5,25,8.00E+09,9.50E+10,5.20E+06,57,4224,1990,1989,Missouri,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.647059,0.352941,0.638037,0.361963,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,53,1990,Missouri,4.00E+06,4.65,0,0,4.90E+09,1,0,0,1991,Missouri,10,5,1,0,0,0,0,0,0,0,0,1991,1990,Missouri,25,1,1,0,0,0,1991,Mar. 1990,MO,Missouri,5.30E+07,-5.90E+07,-5.90E+07,0,0,0,0,0,0,0,5.00E+06,5.00E+06,0,0,0,0,0,0,0,4.90E+09,-1.194,-1.194,0,0,0,0,0,0,0,0.102,0.102,0,0,0,0,0,0,0,25,Missouri,1989,0.647059,0.638037,0.3511,0.102,"Ashcroft, John",-0.1489,0,0,,Missouri,25,1990,1989,1989,0,1,"Ashcroft, John",0,1992,0,1,,,1,0,1,0,0,0,,,0.102,0.102,0,0,0,0,0,0,0.3511,0.6489,0,0.6489,MO,Missouri,1990,,,,,,,,,,,,1990,Missouri,,,,.,,,,1990,Missouri,Missouri,1990,"Ashcroft, John",,,0.102,0
1992,Apr. 1991,MO,Missouri,1991,2.5,25,8.70E+09,1.00E+11,5.20E+06,40,4307,1991,1990,Missouri,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.676471,0.323529,0.601227,0.398773,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,34,1991,Missouri,5.00E+06,5.56,100000,1.96,5.00E+09,1,0,0,1992,Missouri,10,0,1,0,0,0,0,0,0,0,0,1992,1991,Missouri,25,1,1,0,0,0,1992,Apr. 1991,MO,Missouri,3.40E+07,3.50E+08,1.70E+08,1.10E+08,4.40E+07,3.20E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+09,7.01,3.34,2.16,0.88,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Missouri,1990,0.676471,0.601227,0.3511,0,"Ashcroft, John",-0.1489,0,0,,Missouri,25,1991,1991,1991,1,0,"Ashcroft, John",0,1992,0,1,,,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0.3511,0.6489,0,0.6489,MO,Missouri,1991,,,,,,,,,,,,1991,Missouri,,,,.,,,,1991,Missouri,Missouri,1991,"Ashcroft, John",,,0,0
1993,Apr. 1992,MO,Missouri,1992,2.5,25,9.90E+09,1.10E+11,5.30E+06,60,4465,1992,1991,Missouri,1,1,0,0,0.666667,1,0.5,0.5,1,0,0.666667,1,1,0.676471,0.323529,0.607362,0.392638,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,135,1992,Missouri,5.00E+06,5.26,0,0,5.10E+09,1,0,0,1993,Missouri,10,18.4,1,0,0,0,0,0,0,0,0,1993,1992,Missouri,25,1,1,1,1,0,1993,Apr. 1992,MO,Missouri,1.40E+08,3.50E+07,0,0,-3.00E+07,0,6.50E+07,0,0,0,1.80E+07,0,0,-3.00E+07,0,4.80E+07,0,0,0,5.10E+09,0.678,0,0,-0.588,0,1.267,0,0,0,0.353,0,0,-0.588,0,0.941,0,0,0,25,Missouri,1991,0.676471,0.601227,0.3511,0.353,"Ashcroft, John",-0.1489,1,-0.1489,,Missouri,25,1992,1991,1991,0,1,"Ashcroft, John",1,1992,0,1,,,1,0,1,0,0,1,,,0.353,0,0,-0.588,0,0,0,0,0.3511,0.6489,0,0.6489,MO,Missouri,1992,,,,,,,,,,,,1992,Missouri,,,,.,,,,1992,Missouri,Missouri,1992,"Ashcroft, John",,,0.353,0
1994,4/1/93,MO,Missouri,1993,2.5,25,1.00E+10,1.10E+11,5.30E+06,226,4709,1993,1992,Missouri,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.558824,0.441177,0.613497,0.386503,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,157,1993,Missouri,1.00E+07,10,100000,1.92,5.50E+09,0,0,0,1994,Missouri,10,0,0,0,0,0,0,0,0,1,0,1994,1993,Missouri,25,1,1,0,1,0,1994,4/1/93,MO,Missouri,1.60E+08,2.00E+08,0,7.50E+07,2.90E+07,2.10E+07,7.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,5.50E+09,3.555,0,1.371,0.533,0.378,1.273,0,0,0,0,0,0,0,0,0,0,0,0,25,Missouri,1992,0.588235,0.613497,0.5868,0,"Ashcroft, John",0.0868,1,0.0868,0,Missouri,25,1993,1993,1993,1,0,"Carnahan, Mel E.",0,1996,1,0,-1.56,0,1,0,1,0,0,1,0,-1.56,0,0,0,0,0,0,0,0,0.5868,0.4132,0.5868,0,MO,Missouri,1993,MO,25,1993,,,,,,,,,1993,Missouri,-1.56,0.75,-1.71,0,1,1.70833,1.71,1993,Missouri,Missouri,1993,"Carnahan, Mel E.",0,-1.56,0,0
1995,Apr. 1994,MO,Missouri,1994,2.5,25,1.10E+10,1.20E+11,5.40E+06,275,5459,1994,1993,Missouri,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.588235,0.411765,0.601227,0.398773,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,293,1994,Missouri,0,0,0,0,5.90E+09,0,0,0,1995,Missouri,10,0,0,0,0,0,0,0,0,1,0,1995,1994,Missouri,25,1,1,0,1,0,1995,Apr. 1994,MO,Missouri,2.90E+08,-1.00E+07,0,-1.30E+07,-2.00E+06,0,0,0,0,5.00E+06,2.50E+07,0,0,0,0,0,0,2.00E+07,5.00E+06,5.90E+09,-0.169,0,-0.22,-0.034,0,0,0,0,0.085,0.424,0,0,0,0,0,0,0.339,0.085,25,Missouri,1993,0.588235,0.613497,0.5868,0,"Carnahan, Mel E.",0.0868,1,0.0868,0,Missouri,25,1994,1993,1993,0,1,"Carnahan, Mel E.",0,1996,1,0,-1.56,0,1,0,1,0,0,1,0,-1.56,0,0,0,0,0.424,0,0,0,0.5868,0.4132,0.5868,0,MO,Missouri,1994,MO,25,1994,,,,,,,,,1994,Missouri,-1.56,0.75,-1.71,0,1,1.70833,1.71,1994,Missouri,Missouri,1994,"Carnahan, Mel E.",0,-1.56,0,0.424
1996,Apr. 1995,MO,Missouri,1995,2.5,25,1.30E+10,1.20E+11,5.40E+06,473,5813,1995,1994,Missouri,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.558824,0.441177,0.533742,0.466258,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,396,1995,Missouri,1.00E+07,9.09,100000,1.89,6.80E+09,0,0,0,1996,Missouri,10,0,0,0,0,0,0,0,0,1,0,1996,1995,Missouri,25,1,1,0,1,0,1996,Apr. 1995,MO,Missouri,4.00E+08,-2.00E+06,-2.00E+06,0,0,0,0,0,0,0,-1.00E+07,0,-1.00E+07,0,0,0,0,0,0,6.80E+09,-0.029,-0.029,0,0,0,0,0,0,0,-0.147,0,-0.147,0,0,0,0,0,0,25,Missouri,1994,0.558824,0.533742,0.5868,0,"Carnahan, Mel E.",0.0868,1,0.0868,0,Missouri,25,1995,1995,1995,1,0,"Carnahan, Mel E.",0,1996,1,0,-1.56,0,1,0,1,0,0,1,0,-1.56,0,0,0,0,-0.147,0,-0.147,0,0.5868,0.4132,0.5868,0,MO,Missouri,1995,MO,25,1995,,,,,,,,,1995,Missouri,-1.56,0.75,-1.71,0,1,1.70833,1.71,1995,Missouri,Missouri,1995,"Carnahan, Mel E.",0,-1.56,0,-0.147
1997,Apr. 1996,MO,Missouri,1996,2.5,25,1.30E+10,1.30E+11,5.50E+06,464,6252,1996,1995,Missouri,1,1,1,0,0.666667,1,0.5,0.5,1,0,1,0,0,0.558824,0.441177,0.533742,0.466258,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,220,1996,Missouri,0,0,0,0,7.20E+09,0,0,0,1997,Missouri,10,0,0,0,0,0,0,0,0,1,0,1997,1996,Missouri,25,1,1,1,1,0,1997,Apr. 1996,MO,Missouri,2.20E+08,5.00E+06,0,-1.00E+06,-1.00E+06,0,0,0,0,7.00E+06,-1.50E+08,-1.50E+08,-4.00E+06,0,0,0,0,0,0,7.20E+09,0.069,0,-0.014,-0.014,0,0,0,0,0.097,-2.083,-2.083,-0.056,0,0,0,0,0,0,25,Missouri,1995,0.558824,0.533742,0.5868,0,"Carnahan, Mel E.",0.0868,1,0.0868,0,Missouri,25,1996,1995,1995,0,1,"Carnahan, Mel E.",1,1996,1,0,-1.56,0,1,0,1,0,0,1,0,-1.56,0,0,0,0,-2.083,-2.083,-0.056,0,0.5868,0.4132,0.5868,0,MO,Missouri,1996,MO,25,1996,-0.201,-0.112,-0.567,0.935,-0.567,-0.273,0.729,-0.273,1996,Missouri,-1.56,0.75,-1.71,0,1,1.70833,1.71,1996,Missouri,Missouri,1996,"Carnahan, Mel E.",0,-1.56,0,-2.083
1998,Apr. 1997,MO,Missouri,1997,2.5,25,1.40E+10,1.40E+11,5.50E+06,278,6649,1997,1996,Missouri,1,1,1,0,0.666667,1,0.5,0.666667,1,0,1,0,0,0.558824,0.441177,0.533742,0.460123,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,272,1997,Missouri,1.00E+07,8.33,100000,1.85,7.80E+09,0,0,0,1998,Missouri,10,0,0,0,0,0,0,0,0,1,0,1998,1997,Missouri,25,1,1,0,1,0,1998,Apr. 1997,MO,Missouri,2.70E+08,-1.70E+08,-1.60E+08,-1.20E+07,0,0,0,0,0,0,-2.20E+08,-2.20E+08,0,0,0,0,0,0,0,7.80E+09,-2.205,-2.051,-0.154,0,0,0,0,0,0,-2.821,-2.821,0,0,0,0,0,0,0,25,Missouri,1996,0.558824,0.537037,0.5857,0,"Carnahan, Mel E.",0.0857,1,0.0857,0,Missouri,25,1997,1997,1997,1,0,"Carnahan, Mel E.",0,2000,1,0,-1.56,0,1,0,1,0,0,1,0,-1.56,0,0,0,0,-2.821,-2.821,0,0,0.5857,0.4143,0.5857,0,MO,Missouri,1997,MO,25,1997,-0.247,-0.112,-0.518,0.951,-0.518,-0.273,0.709,-0.273,1997,Missouri,-1.56,0.75,-1.71,0,1,1.70833,1.71,1997,Missouri,Missouri,1997,"Carnahan, Mel E.",0,-1.56,0,-2.821
1999,May-98,MO,Missouri,1998,2.5,25,1.50E+10,1.50E+11,5.60E+06,348,7072,1998,1997,Missouri,1,1,1,0,0.666667,1,0.5,0.666667,1,0,1,0,0,0.558824,0.441177,0.521472,0.466258,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,156,1998,Missouri,1.00E+07,7.69,0,0,8.20E+09,0,0,0,1999,Missouri,10,0,0,0,0,0,0,0,0,1,0,1999,1998,Missouri,25,1,1,0,1,0,1999,May-98,MO,Missouri,1.60E+08,-1.60E+08,-1.60E+07,-8.90E+07,-5.20E+07,0,0,0,0,0,-1.20E+08,0,-1.20E+08,0,0,0,0,0,0,8.20E+09,-1.915,-0.195,-1.085,-0.634,0,0,0,0,0,-1.463,0,-1.463,0,0,0,0,0,0,25,Missouri,1997,0.558824,0.537037,0.5857,0,"Carnahan, Mel E.",0.0857,1,0.0857,0,Missouri,25,1998,1997,1997,0,1,"Carnahan, Mel E.",0,2000,1,0,-1.56,0,1,0,1,0,0,1,0,-1.56,0,0,0,0,-1.463,0,-1.463,0,0.5857,0.4143,0.5857,0,MO,Missouri,1998,MO,25,1998,-0.21,-0.112,-0.518,0.951,-0.518,-0.273,0.709,-0.273,1998,Missouri,-1.56,0.75,-1.71,0,1,1.70833,1.71,1998,Missouri,Missouri,1998,"Carnahan, Mel E.",0,-1.56,0,-1.463
2000,Jun-99,MO,Missouri,1999,2.5,25,1.60E+10,1.60E+11,5.60E+06,309,7211,1999,1998,Missouri,1,1,1,0,0.666667,1,0.5,0.666667,1,0,1,0,0,0.529412,0.470588,0.533742,0.466258,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,292,1999,Missouri,1.00E+07,7.14,100000,1.82,8.60E+09,0,0,0,2000,Missouri,10,0,0,0,0,0,0,0,0,1,0,2000,1999,Missouri,25,1,1,0,1,0,2000,Jun-99,MO,Missouri,2.90E+08,-2.20E+08,-3.00E+06,-1.80E+08,-3.40E+07,0,0,0,0,0,-1.70E+08,0,-1.60E+08,-7.00E+06,0,0,0,0,0,8.60E+09,-2.512,-0.035,-2.081,-0.395,0,0,0,0,0,-1.977,0,-1.86,-0.081,0,0,0,0,0,25,Missouri,1998,0.529412,0.533742,0.5857,0,"Carnahan, Mel E.",0.0857,1,0.0857,0,Missouri,25,1999,1999,1999,1,0,"Carnahan, Mel E.",0,2000,1,0,-1.56,0,1,0,1,0,0,1,0,-1.56,0,0,0,0,-1.977,0,-1.86,-0.081,0.5857,0.4143,0.5857,0,MO,Missouri,1999,MO,25,1999,-0.201,-0.088,-0.55,0.999,-0.55,-0.283,0.703,-0.283,1999,Missouri,-1.56,0.75,-1.71,0,1,1.70833,1.71,1999,Missouri,Missouri,1999,"Carnahan, Mel E.",0,-1.56,0,-1.977
2001,Aug. 2000,MO,Missouri,2000,2.5,25,1.60E+10,1.60E+11,5.60E+06,170,7660,2000,1999,Missouri,1,1,1,0,0.666667,1,0.5,0.666667,1,0,1,0,0,0.529412,0.470588,0.527607,0.466258,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,109,2000,Missouri,1.00E+07,6.67,0,0,8.60E+09,0,0,0,2001,Missouri,10,0,0,0,0,0,0,0,0,1,0,2001,2000,Missouri,25,0,1,1,1,0,2001,Aug. 2000,MO,Missouri,1.10E+08,4.00E+06,0,0,0,0,0,0,0,4.00E+06,0,0,0,0,0,0,0,0,0,8.60E+09,0.047,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,25,Missouri,1999,0.529412,0.533742,0.5857,0,"Carnahan, Mel E.",0.0857,1,0.0857,0,Missouri,25,2000,1999,1999,0,1,Split: Mel Carnahan-D and Roger B. Wilson-D,1,2000,1,0,-1.56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5857,0.4143,0.5857,0,MO,Missouri,2000,MO,25,2000,-0.201,-0.088,-0.55,1.01,-0.55,-0.283,0.703,-0.283,2000,Missouri,-1.56,0.75,-1.71,0,1,1.70833,1.71,2000,Missouri,Missouri,2000,Split: Mel Carnahan-D and Roger B. Wilson-D,0,-1.56,0,0
2002,1-Jun,MO,Missouri,2001,2.5,25,1.80E+10,1.70E+11,5.70E+06,109,7699,2001,2000,Missouri,0,1,1,0,0.666667,1,0.5,0.666667,0.5,1,0.666667,1,0,0.470588,0.529412,0.533742,0.466258,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,96,2001,Missouri,0,0,0,0,8.80E+09,0,0,1,2002,Missouri,10,0,0,0,0,0,0,1,0,0,0,2002,2001,Missouri,25,0,1,0,1,0,2002,1-Jun,MO,Missouri,9.60E+07,-2.50E+07,0,-3.40E+07,0,0,0,0,0,9.10E+06,0,0,0,0,0,0,0,0,0,8.80E+09,-0.278,0,-0.382,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,25,Missouri,2000,0.470588,0.533742,0.5047,0,Split: Mel Carnahan-D and Roger B. Wilson-D,0.0047,1,0.0047,0,Missouri,25,2001,2001,2001,1,0,"Holden, Bob",0,2004,1,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5047,0.4953,0.5047,0,MO,Missouri,2001,MS,24,2001,0.144,0.519,-0.04,0.821,-0.04,0.153,1.028,0.153,2001,Missouri,-1,0.47,-1.08,0,1,1.08333,1.08,2001,Missouri,Missouri,2001,"Holden, Bob",0,-1,0,0
